ticker,year,degree_centrality,betweenness_centrality,eigenvector_centrality,composite_score
DAL,2012,0.04098360655737705,0.014090231675924672,0.05786970109808365,0.24185379920943087
AIV,2012,0.02459016393442623,0.005554802872239534,0.09167057538043097,0.23529134960543474
PBI,2012,0.04098360655737705,0.009077360791220703,0.06217879602983051,0.23103752735588212
ATVI,2012,0.01639344262295082,0.01612247662918304,0.08746863917430242,0.21963641446155122
MNST,2012,0.04098360655737705,0.005554802872239534,0.06152839313444331,0.2038839493056727
AET,2012,0.01639344262295082,0.01612247662918304,0.0830264655478734,0.19602363390561794
MU,2012,0.01639344262295082,0.005961251862891208,0.090906796385439,0.169557536773523
CBG,2012,0.04098360655737705,0.004741904890936188,0.05341058874542053,0.155264639590931
LKQ,2012,0.04098360655737705,0.0005419319875355643,0.057036318509092486,0.14628425499630912
CNC,2012,0.02459016393442623,0.024386939439100395,0.04851865989408659,0.13259746828603117
MAS,2012,0.04098360655737705,0.0004064489906516732,0.047234934846575344,0.09327270667399978
AGN,2012,0.00819672131147541,0.0,0.09137385421641915,0.06753072706027519
AIZ,2012,0.00819672131147541,0.0,0.09068173229933855,0.0638516896519347
PFE,2012,0.01639344262295082,0.01612247662918304,0.057412849223357314,0.05987211161564812
BBY,2012,0.01639344262295082,0.031432055277062734,0.0361616328287231,0.04989709922732554
AEP,2012,0.00819672131147541,0.0,0.08249447661477666,0.020331582584375913
AON,2012,0.00819672131147541,0.0,0.08123390989800562,0.01363092480681046
A,2012,0.00819672131147541,0.0,0.08119960810775852,0.013448590500703758
LUK,2012,0.03278688524590164,0.0040644899065167325,0.03897289517871579,0.009554712296321924
ALL,2012,0.00819672131147541,0.0,0.08005030072103243,0.007339341876873591
AMT,2012,0.00819672131147541,0.0,0.07954065623893014,0.004630279978476426
APH,2012,0.00819672131147541,0.0,0.07870124463015114,0.00016831073074691227
CF,2012,0.00819672131147541,0.0,0.07756519764914387,-0.005870450992603267
AAP,2012,0.00819672131147541,0.0,0.07656315587930553,-0.011196895748904331
AMGN,2012,0.00819672131147541,0.0,0.07550860213242687,-0.016802472726205015
FOX,2012,0.02459016393442623,0.016799891613602496,0.02931444843237374,-0.020522464479444353
AYI,2012,0.00819672131147541,0.0,0.07478369032320945,-0.02065580780784515
AFL,2012,0.00819672131147541,0.0,0.07349788838989081,-0.02749060568904695
AXP,2012,0.00819672131147541,0.0,0.07320017928110649,-0.02907310570962307
ZION,2012,0.03278688524590164,0.0020322449532583662,0.033518731031497544,-0.03310833992811582
ACN,2012,0.00819672131147541,0.0,0.07142910620401106,-0.03848740677817316
